,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,14_day_MA,14_day_STD,Upper Band,Lower Band
2018-02-14,TCS,EQ,2967.3,2970.0,2974.45,2892.5,2900.0,2911.8,2939.65,1423766,4185366948.8,81932,880898,61.87,2018,2,-1.8703872207056935,Negative,3066.6035714285717,97.81158391419342,3262.2267392569584,2870.980403600185
2018-02-15,TCS,EQ,2911.8,2931.95,2943.0,2905.1,2922.0,2925.85,2925.44,1232618,3605953705.8,42920,702569,57.0,2018,2,0.4825194038051928,Slight or No Change,3048.8357142857144,99.26691374690883,3247.369541779532,2850.301886791897
2018-02-16,TCS,EQ,2925.85,2923.0,2999.6,2923.0,2931.0,2933.05,2965.52,1257878,3730256378.25,52987,425282,33.81,2018,2,0.246082335047948,Slight or No Change,3035.4071428571433,101.43881038709148,3238.2847636313263,2832.5295220829603
2018-02-19,TCS,EQ,2933.05,2945.0,2953.3,2895.2,2923.65,2923.6,2928.1,784112,2295955130.95,37241,332759,42.44,2018,2,-0.3221902115545294,Slight or No Change,3015.746428571429,93.70308151957835,3203.1525916105857,2828.3402655322725
2018-02-20,TCS,EQ,2923.6,2928.0,2985.05,2927.9,2943.0,2944.75,2959.27,944534,2795126450.6,60862,401169,42.47,2018,2,0.7234231769051913,Slight positive,3000.882142857143,86.51070322208109,3173.9035493013052,2827.860736412981
2018-02-21,TCS,EQ,2944.75,2974.0,3062.6,2960.05,3042.35,3042.3,3016.25,1544614,4658937571.85,96721,673804,43.62,2018,2,3.3126750997538146,Among top gainers,2995.8785714285723,81.44520506802341,3158.768981564619,2832.9881612925255
2018-02-22,TCS,EQ,3042.3,3052.0,3079.0,3022.5,3040.05,3050.2,3047.84,1731505,5277341721.25,83526,796578,46.0,2018,2,0.259671958715435,Slight or No Change,2989.564285714286,72.46028468853675,3134.48485509136,2844.6437163372125
2018-02-23,TCS,EQ,3050.2,3050.0,3089.0,2992.1,3078.0,3075.8,3044.72,1681250,5118935937.45,86645,706762,42.04,2018,2,0.8392892269359464,Slight positive,2984.0035714285723,60.97665525645579,3105.956881941484,2862.0502609156606
2018-02-26,TCS,EQ,3075.8,3075.0,3089.95,3021.2,3025.6,3031.7,3044.1,681941,2075893518.85,45004,292334,42.87,2018,2,-1.4337733272644648,Negative,2978.896428571429,52.65123442298994,3084.198897417409,2873.593959725449
2018-02-27,TCS,EQ,3031.7,3041.0,3078.55,3032.0,3042.0,3042.35,3054.42,858900,2623442712.9,49207,299428,34.86,2018,2,0.3512880562061005,Slight or No Change,2982.1178571428577,55.17956564061215,3092.476988424082,2871.7587258616336
2018-02-28,TCS,EQ,3042.35,3035.0,3063.95,3021.45,3033.4,3035.05,3040.16,1353432,4114652090.6,80437,861558,63.66,2018,2,-0.23994609430209035,Slight or No Change,2987.8321428571435,56.29195736769721,3100.416057592538,2875.248228121749
2018-03-01,TCS,EQ,3035.05,3049.0,3061.2,3020.0,3033.0,3037.7,3042.25,859062,2613481022.1,77493,522085,60.77,2018,3,0.08731322383486173,Slight or No Change,2992.3678571428577,57.65090434658387,3107.6696658360256,2877.06604844969
2018-03-05,TCS,EQ,3037.7,3049.0,3113.65,3032.95,3103.0,3105.85,3075.76,1429084,4395522746.95,81638,785748,54.98,2018,3,2.2434736807453115,Positive,3001.9500000000007,64.67239334939929,3131.2947866987993,2872.605213301202
2018-03-06,TCS,EQ,3105.85,3122.0,3127.0,3030.15,3041.0,3042.8,3087.33,953382,2943402642.6,60270,469034,49.2,2018,3,-2.0300400856448237,Negative,3007.342857142858,64.7086246098777,3136.7601063626134,2877.9256079231027
2018-03-07,TCS,EQ,3042.8,3070.0,3089.0,3018.5,3028.7,3027.45,3045.28,958886,2920078406.6,54736,437656,45.64,2018,3,-0.5044695675036293,Slight negative,3015.6035714285717,58.673927718851715,3132.951426866275,2898.2557159908683
2018-03-08,TCS,EQ,3027.45,3054.9,3054.9,2987.5,3001.85,3003.95,3017.6,975913,2944917233.45,43364,655914,67.21,2018,3,-0.7762308213182689,Slight negative,3021.182142857143,52.914010821424235,3127.0101644999913,2915.3541212142945
2018-03-09,TCS,EQ,3003.95,3005.0,3063.2,2977.2,3035.0,3034.1,3030.68,936218,2837381323.25,53978,310682,33.18,2018,3,1.0036784899881912,Positive,3028.4,46.46655952238311,3121.333119044766,2935.466880955234
2018-03-12,TCS,EQ,3034.1,3043.0,3083.9,3035.5,3046.95,3052.15,3060.88,1045670,3200669042.95,46166,492433,47.09,2018,3,0.5949045845555556,Slight positive,3037.582142857143,35.59331509808221,3108.7687730533075,2966.3955126609785
2018-03-13,TCS,EQ,3052.15,2924.9,2939.7,2872.0,2886.1,2886.8,2880.44,44033577,126836155551.95,216131,31556256,71.66,2018,3,-5.41749258719263,Among top losers,3033.4428571428575,48.31552488647901,3130.0739069158153,2936.8118073698997
2018-03-14,TCS,EQ,2886.8,2892.95,2923.05,2875.05,2887.85,2886.9,2899.62,1834334,5318879502.8,75794,797351,43.47,2018,3,0.003464043231260483,Slight or No Change,3022.342857142857,62.02883280299654,3146.40052274885,2898.285191536864
2018-03-15,TCS,EQ,2886.9,2895.0,2902.55,2855.6,2867.0,2869.7,2876.92,1174453,3378809879.5,53254,440516,37.51,2018,3,-0.595794797187299,Slight negative,3009.4500000000003,73.49262129368071,3156.4352425873617,2862.464757412639
2018-03-16,TCS,EQ,2869.7,2868.8,2872.0,2805.0,2828.0,2825.7,2834.32,3598741,10199978559.75,151066,2487922,69.13,2018,3,-1.533261316513923,Negative,2991.585714285714,85.53408323940431,3162.6538807645225,2820.5175478069054
2018-03-19,TCS,EQ,2825.7,2829.0,2848.0,2820.0,2828.75,2831.0,2832.48,1744970,4942594052.45,93179,1297258,74.34,2018,3,0.18756414339811125,Slight or No Change,2977.25,94.62902059338067,3166.508041186761,2787.991958813239
2018-03-20,TCS,EQ,2831.0,2820.0,2873.2,2819.0,2870.0,2864.85,2852.27,2012492,5740162500.35,79442,1433569,71.23,2018,3,1.1956905687036334,Positive,2964.5714285714284,97.09463011826713,3158.7606888079627,2770.3821683348942
2018-03-21,TCS,EQ,2864.85,2872.5,2884.3,2850.0,2856.1,2856.75,2865.76,1953839,5599239431.2,88110,1528562,78.23,2018,3,-0.2827373160898428,Slight or No Change,2951.835714285714,98.8173245254824,3149.470363336679,2754.201065234749
2018-03-22,TCS,EQ,2856.75,2859.95,2875.95,2822.55,2824.0,2831.35,2843.57,1163047,3307211011.7,72687,876317,75.35,2018,3,-0.8891222543099708,Slight negative,2937.0964285714285,100.40146617127418,3137.899360913977,2736.29349622888
2018-03-23,TCS,EQ,2831.35,2802.0,2834.1,2798.05,2809.2,2818.15,2816.79,1827061,5146438888.6,77575,1259843,68.95,2018,3,-0.4662086990304904,Slight or No Change,2916.546428571429,92.32224389080743,3101.1909163530436,2731.901940789814
2018-03-26,TCS,EQ,2818.15,2819.0,2827.4,2781.55,2817.0,2817.0,2812.33,1482105,4168164807.6,76911,1046954,70.64,2018,3,-0.040806912336111,Slight or No Change,2900.417857142857,88.20075572488182,3076.819368592621,2724.016345693093
2018-03-27,TCS,EQ,2817.0,2825.0,2863.0,2823.05,2843.8,2847.7,2845.6,1247287,3549278192.6,101404,867902,69.58,2018,3,1.08981185658501,Positive,2887.578571428571,81.08210395900097,3049.742779346573,2725.4143635105693
2018-03-28,TCS,EQ,2847.7,2835.9,2875.0,2825.0,2849.35,2849.15,2854.33,3432827,9798420780.5,127771,2654970,77.34,2018,3,0.05091828493171136,Slight or No Change,2876.5214285714287,74.25983414359057,3025.0410968586098,2728.0017602842477
2018-04-02,TCS,EQ,2849.15,2840.0,2914.0,2840.0,2903.0,2909.65,2888.94,831494,2402139242.2,67851,428437,51.53,2018,4,2.1234403243072464,Positive,2867.632142857143,60.03141679777201,2987.694976452687,2747.5693092615993
2018-04-03,TCS,EQ,2909.65,2892.1,2929.9,2892.1,2908.4,2911.25,2907.92,968645,2816742760.65,49338,665363,68.69,2018,4,0.05498943171859949,Slight or No Change,2857.5678571428575,31.969508352276037,2921.5068738474097,2793.6288404383054
2018-04-04,TCS,EQ,2911.25,2929.45,2934.0,2892.0,2906.9,2910.9,2914.91,1420910,4141824122.7,73678,1068225,75.18,2018,4,-0.012022327179039838,Slight or No Change,2859.289285714286,34.233312490416004,2927.755910695118,2790.822660733454
2018-04-05,TCS,EQ,2910.9,2926.55,2963.75,2920.35,2954.1,2957.95,2949.56,904712,2668499201.95,50519,619923,68.52,2018,4,1.616338589439681,Positive,2864.3642857142854,42.82878448217196,2950.0218546786296,2778.7067167499413
2018-04-06,TCS,EQ,2957.95,2954.0,2960.0,2926.55,2939.7,2950.3,2943.69,564509,1661739852.0,35618,327149,57.95,2018,4,-0.2586250612755303,Slight or No Change,2870.121428571429,48.62605630368276,2967.3735411787948,2772.8693159640634
2018-04-09,TCS,EQ,2950.3,2939.7,2963.5,2915.0,2925.05,2923.9,2936.88,617933,1814796241.2,61304,377241,61.05,2018,4,-0.8948242551604979,Slight negative,2877.135714285715,48.807693390146405,2974.751101066008,2779.5203275054223
2018-04-10,TCS,EQ,2923.9,2925.7,2957.25,2925.7,2933.4,2937.6,2943.58,592266,1743380856.55,56834,369579,62.4,2018,4,0.4685522760696337,Slight or No Change,2884.7500000000005,49.36849275523519,2983.4869855104707,2786.01301448953
2018-04-11,TCS,EQ,2937.6,2950.6,3025.0,2945.6,3010.0,3014.15,2987.68,1562208,4667384473.9,79572,982143,62.87,2018,4,2.6058687363834436,Positive,2895.4142857142865,59.76904083017338,3014.9523673746335,2775.8762040539395
2018-04-12,TCS,EQ,3014.15,3010.0,3150.0,3007.95,3136.0,3139.25,3116.29,3057180,9527046571.4,138550,1663392,54.41,2018,4,4.150423834248461,Among top gainers,2915.592857142858,87.13423741372333,3089.8613319703045,2741.3243823154116
2018-04-13,TCS,EQ,3139.25,3150.0,3240.8,3132.1,3145.5,3153.3,3181.37,4089559,13010404291.35,147501,2142872,52.4,2018,4,0.447559130365538,Slight or No Change,2938.5892857142867,104.0358687749523,3146.6610232641915,2730.517548164382
2018-04-16,TCS,EQ,3153.3,3116.0,3199.95,3110.75,3185.05,3187.65,3169.39,3135137,9936460532.7,142448,1707483,54.46,2018,4,1.0893349823993814,Positive,2964.982142857144,117.17129572215953,3199.324734301463,2730.639551412825
2018-04-17,TCS,EQ,3187.65,3187.65,3194.95,3147.2,3163.6,3166.6,3165.81,1650862,5226319906.4,119475,1077647,65.28,2018,4,-0.6603610810471672,Slight negative,2989.9535714285726,120.41578522942335,3230.7851418874193,2749.122000969726
2018-04-18,TCS,EQ,3166.6,3166.0,3193.45,3145.85,3162.7,3159.1,3166.57,1216533,3852231610.8,57846,674167,55.42,2018,4,-0.2368470915177112,Slight or No Change,3012.19642857143,120.87740366600391,3253.9512359034375,2770.441621239422
2018-04-19,TCS,EQ,3159.1,3179.9,3217.2,3165.75,3191.15,3191.15,3190.56,2410476,7690774760.8,108523,1295094,53.73,2018,4,1.0145294545915062,Positive,3036.625000000001,119.94651973340052,3276.518039466802,2796.7319605332
2018-04-20,TCS,EQ,3191.15,3250.0,3422.35,3240.0,3414.0,3402.45,3351.07,9232831,30939850872.2,287034,2973300,32.2,2018,4,6.621437412844888,Among top gainers,3071.8250000000007,148.6844616448427,3369.193923289686,2774.4560767103153
2018-04-23,TCS,EQ,3402.45,3424.0,3557.9,3389.55,3395.9,3408.65,3478.05,7592955,26408656911.8,296796,2307114,30.38,2018,4,0.18222163441050654,Slight or No Change,3107.353571428572,165.8049682194873,3438.963507867547,2775.7436349895975
2018-04-24,TCS,EQ,3408.65,3410.0,3443.15,3342.5,3380.0,3385.65,3385.7,4157168,14074937538.35,191406,1852622,44.56,2018,4,-0.6747539348422427,Slight negative,3141.2642857142864,171.00214171912893,3483.2685691525444,2799.2600022760284
2018-04-25,TCS,EQ,3385.65,3385.0,3483.0,3365.05,3466.0,3470.25,3445.24,4098287,14119584532.15,186272,1646688,40.18,2018,4,2.4987816224358643,Positive,3177.857142857144,183.14002089316517,3544.1371846434745,2811.5771010708136
2018-04-26,TCS,EQ,3470.25,3467.0,3560.0,3467.0,3523.95,3539.25,3528.84,6067517,21411274498.95,155107,3148760,51.9,2018,4,1.9883293710827756,Positive,3219.9250000000006,194.15896614531417,3608.242932290629,2831.607067709372
2018-04-27,TCS,EQ,3539.25,3525.0,3544.0,3420.0,3458.0,3451.95,3475.49,2250665,7822168277.85,143297,1128370,50.13,2018,4,-2.466624284806107,Negative,3257.642857142858,183.2102699686348,3624.0633970801273,2891.2223172055883
2018-04-30,TCS,EQ,3451.95,3451.95,3549.0,3437.6,3529.0,3532.1,3523.56,1729279,6093220317.25,109746,740868,42.84,2018,4,2.3218760410782298,Positive,3300.1071428571436,171.87032551086565,3643.8477938788747,2956.3664918354125
2018-05-02,TCS,EQ,3532.1,3530.5,3532.2,3471.3,3500.0,3499.75,3496.99,1579023,5521825658.3,142452,1035607,65.59,2018,5,-0.9158857336994952,Slight negative,3334.7928571428574,158.175830665104,3651.1445184730655,3018.4411958126493
2018-05-03,TCS,EQ,3499.75,3509.8,3526.0,3470.4,3481.75,3481.85,3501.58,1880775,6585681501.25,132523,1146691,60.97,2018,5,-0.5114651046503327,Slight negative,3359.264285714286,151.9766169116631,3663.217519537612,3055.31105189096
2018-05-04,TCS,EQ,3481.85,3492.0,3497.0,3470.0,3479.0,3480.75,3485.14,1173622,4090241756.4,60186,697005,59.39,2018,5,-0.031592400591640146,Slight or No Change,3382.6535714285715,142.75807058459205,3668.1697125977557,3097.137430259387
2018-05-07,TCS,EQ,3480.75,3490.0,3490.0,3410.9,3428.0,3420.95,3438.41,1742213,5990435302.85,95521,1155927,66.35,2018,5,-1.7180205415499583,Negative,3399.317857142857,131.40972714135404,3662.1373114255653,3136.498402860149
2018-05-08,TCS,EQ,3420.95,3434.7,3486.5,3396.7,3440.2,3441.2,3447.8,1496410,5159322100.45,75803,710340,47.47,2018,5,0.5919408351481303,Slight positive,3418.9321428571425,113.2394138491703,3645.410970555483,3192.453315158802
2018-05-09,TCS,EQ,3441.2,3440.2,3494.75,3440.2,3488.5,3489.3,3480.95,1307525,4551423047.5,74986,754487,57.7,2018,5,1.3977682203882402,Positive,3442.5178571428573,86.09120076351441,3614.7002586698864,3270.3354556158283
2018-05-10,TCS,EQ,3489.3,3502.95,3511.15,3440.2,3446.3,3451.25,3478.59,1929339,6711381185.7,78782,1044165,54.12,2018,5,-1.0904765998910992,Negative,3461.0964285714285,46.74825979604751,3554.5929481635235,3367.5999089793336
2018-05-11,TCS,EQ,3451.25,3454.2,3485.0,3442.5,3461.0,3456.95,3461.07,1313938,4547636850.35,44332,734225,55.88,2018,5,0.16515755161172765,Slight or No Change,3464.9892857142854,43.6558445227181,3552.3009747597216,3377.677596668849
2018-05-14,TCS,EQ,3456.95,3457.0,3471.0,3410.8,3440.0,3433.55,3427.81,1216947,4171459981.05,67155,738191,60.66,2018,5,-0.6768972649300542,Slight negative,3466.7678571428573,41.6448842880535,3550.057625718964,3383.4780885667506
2018-05-15,TCS,EQ,3433.55,3450.0,3495.8,3433.7,3487.0,3482.4,3477.97,976445,3396047379.25,72769,426098,43.64,2018,5,1.4227257503167223,Positive,3473.6785714285716,34.57600165017117,3542.8305747289137,3404.5265681282294
2018-05-16,TCS,EQ,3482.4,3479.95,3509.0,3475.25,3497.0,3493.9,3494.21,824225,2880012135.0,62359,462112,56.07,2018,5,0.3302320238915746,Slight or No Change,3475.3678571428572,34.971084798455664,3545.3100267397685,3405.425687545946
2018-05-17,TCS,EQ,3493.9,3512.95,3533.15,3476.0,3480.8,3491.8,3509.69,1484024,5208463595.05,147144,968752,65.28,2018,5,-0.0601047539998234,Slight or No Change,3471.9785714285717,30.289581315470226,3532.5577340595123,3411.399408797631
2018-05-18,TCS,EQ,3491.8,3480.8,3517.7,3458.0,3495.0,3502.05,3487.86,937498,3269860706.55,71488,518150,55.27,2018,5,0.2935448765679638,Slight or No Change,3475.5571428571434,30.69806343898347,3536.9532697351106,3414.161015979176
2018-05-21,TCS,EQ,3502.05,3528.7,3592.0,3518.05,3551.8,3556.75,3567.15,1723089,6146517739.55,113610,883903,51.3,2018,5,1.5619422909438632,Positive,3477.317857142858,34.64391170371249,3546.605680550283,3408.030033735433
2018-05-22,TCS,EQ,3556.75,3558.0,3574.95,3493.7,3514.4,3508.9,3520.43,928708,3269452704.0,71360,523307,56.35,2018,5,-1.345329303437126,Negative,3477.9714285714294,35.18179005751574,3548.335008686461,3407.6078484563977
2018-05-23,TCS,EQ,3508.9,3525.0,3545.0,3481.0,3498.95,3495.1,3513.84,753649,2648198399.95,65699,407054,54.01,2018,5,-0.3932856450739597,Slight or No Change,3478.917857142858,35.47118335922643,3549.8602238613107,3407.975490424405
2018-05-24,TCS,EQ,3495.1,3510.0,3615.0,3502.35,3610.75,3603.7,3579.69,1481158,5302086674.25,78667,655097,44.23,2018,5,3.1072072329833222,Among top gainers,3487.7000000000007,48.709598643417166,3585.119197286835,3390.2808027131664
2018-05-25,TCS,EQ,3603.7,3625.0,3674.8,3572.55,3589.9,3585.8,3633.11,1884886,6848001305.3,142355,954659,50.65,2018,5,-0.4967117129616727,Slight or No Change,3499.4750000000013,51.19424828723546,3601.8634965744723,3397.0865034255303
2018-05-28,TCS,EQ,3585.8,3616.5,3616.5,3486.0,3499.35,3502.05,3516.38,1858399,6534828349.5,142950,1041835,56.06,2018,5,-2.3356015394054297,Negative,3503.8214285714303,48.37135084345269,3600.564130258336,3407.0787268845247
2018-05-29,TCS,EQ,3502.05,3529.9,3544.0,3488.0,3519.95,3523.5,3517.42,1762656,6200008340.15,101072,834822,47.36,2018,5,0.6124983937979112,Slight positive,3506.264285714287,48.4451054468979,3603.154496608083,3409.374074820491
2018-05-30,TCS,EQ,3523.5,3509.05,3533.0,3482.5,3507.5,3514.1,3508.9,1889553,6630243746.65,125085,1124217,59.5,2018,5,-0.2667801901518385,Slight or No Change,3510.7535714285727,45.79447591935186,3602.3425232672766,3419.164619589869
2018-05-31,TCS,EQ,3514.1,1734.0,1759.05,1726.1,1748.85,1741.05,1742.44,5049371,8798250473.7,207998,3447026,68.27,2018,5,-50.455308613869846,Bear drop,3388.1892857142875,476.0341447751,4340.257575264488,2436.1209961640875
2018-06-01,TCS,EQ,1741.05,1754.0,1757.5,1716.3,1732.0,1732.45,1742.29,1603856,2794386298.35,74272,924751,57.66,2018,6,-0.4939547973923708,Slight or No Change,3266.6821428571443,649.1787580080725,4565.039658873289,1968.3246268409994
2018-06-04,TCS,EQ,1732.45,1745.0,1749.0,1712.6,1742.0,1744.25,1730.25,1681483,2909393689.7,96686,928452,55.22,2018,6,0.6811163381338581,Slight positive,3142.5285714285724,761.2791706459219,4665.086912720416,1619.9702301367286
2018-06-05,TCS,EQ,1744.25,1744.0,1751.9,1711.15,1723.0,1721.6,1728.88,2449568,4235000687.9,133067,1492228,60.92,2018,6,-1.2985523864124993,Negative,3015.935714285715,841.4873867669758,4698.910487819667,1332.9609407517637
2018-06-06,TCS,EQ,1721.6,1723.0,1734.9,1715.2,1725.0,1725.75,1725.85,2236512,3859874684.1,73770,1573892,70.37,2018,6,0.2410548327137496,Slight or No Change,2889.7892857142865,895.3153611090975,4680.420007932482,1099.1585634960916
2018-06-07,TCS,EQ,1725.75,1725.0,1749.0,1723.8,1734.05,1735.55,1738.0,2414762,4196845765.2,105531,1639426,67.89,2018,6,0.5678690424453015,Slight positive,2763.610714285715,926.3317002644553,4616.274114814625,910.9473137568043
2018-06-08,TCS,EQ,1735.55,1735.0,1757.3,1735.0,1742.95,1747.1,1748.59,2582138,4515097488.7,90908,1640936,63.55,2018,6,0.6654950880124355,Slight positive,2634.350000000001,933.3761258505026,4501.102251701006,767.5977482989956
2018-06-11,TCS,EQ,1747.1,1747.1,1763.0,1743.0,1750.9,1749.7,1752.55,2179378,3819463189.45,104681,1659838,76.16,2018,6,0.14881804132562682,Slight or No Change,2508.6928571428575,924.9613203674113,4358.61549787768,658.7702164080349
2018-06-12,TCS,EQ,1749.7,1757.0,1785.0,1753.0,1781.05,1781.0,1773.52,4608875,8173948345.1,108707,3580858,77.69,2018,6,1.788878093387436,Positive,2386.257142857143,897.3836140214987,4181.024370900141,591.4899148141458
2018-06-13,TCS,EQ,1781.0,1816.0,1831.65,1798.0,1824.0,1824.1,1818.17,5370983,9765380711.8,236378,2862488,53.3,2018,6,2.4199887703537204,Positive,2259.1428571428573,835.5793254837175,3930.301508110292,587.9842061754223
2018-06-14,TCS,EQ,1824.1,1830.0,1832.3,1784.0,1784.95,1787.55,1795.49,3819998,6858771088.2,185231,2405344,62.97,2018,6,-2.003727865796834,Negative,2130.696428571429,749.7644951953209,3630.2254189620708,631.167438180787
2018-06-15,TCS,EQ,1787.55,1800.0,1847.1,1788.6,1840.0,1840.05,1823.42,9183574,16745544383.35,232555,4247203,46.25,2018,6,2.9369807837543065,Positive,2011.9821428571431,639.3789031333281,3290.7399491237993,733.2243365904869
2018-06-18,TCS,EQ,1840.05,1867.95,1867.95,1822.15,1824.0,1829.0,1840.85,4674987,8605956299.9,212032,2287621,48.93,2018,6,-0.600527159588049,Slight negative,1890.946428571429,468.8915880375942,2828.729604646617,953.1632524962405
2018-06-19,TCS,EQ,1829.0,1822.15,1839.0,1821.0,1822.9,1824.5,1829.83,3245034,5937862115.25,139033,1712806,52.78,2018,6,-0.24603608529251145,Slight or No Change,1770.2607142857146,43.010021992058824,1856.2807582698322,1684.240670301597
2018-06-20,TCS,EQ,1824.5,1832.0,1836.3,1818.6,1820.0,1822.45,1828.68,3107695,5682968753.9,151059,2297300,73.92,2018,6,-0.11235955056179137,Slight or No Change,1776.0750000000005,44.24179954434757,1864.5585990886957,1687.5914009113053
2018-06-21,TCS,EQ,1822.45,1832.0,1832.0,1817.6,1820.0,1819.35,1822.83,2910659,5305644225.8,130989,2119842,72.83,2018,6,-0.17010068863344552,Slight or No Change,1782.282142857143,43.743626380311355,1869.769395617766,1694.7948900965202
2018-06-22,TCS,EQ,1819.35,1827.0,1827.0,1799.55,1809.0,1809.8,1810.38,2949458,5339626532.7,225703,2149173,72.87,2018,6,-0.5249127435622558,Slight negative,1786.964285714286,42.858835497700625,1872.6819567096873,1701.2466147188848
2018-06-25,TCS,EQ,1809.8,1811.9,1822.35,1806.0,1817.75,1819.25,1817.52,2083217,3786278981.15,115086,1348047,64.71,2018,6,0.5221571444358419,Slight positive,1793.9392857142861,39.19203794026647,1872.323361594819,1715.5552098337532
2018-06-26,TCS,EQ,1819.25,1823.0,1861.0,1821.0,1852.05,1852.0,1842.52,4679712,8622455574.95,160270,3197021,68.32,2018,6,1.8001923869726433,Positive,1802.9571428571433,36.74336076679407,1876.4438643907315,1729.470421323555
2018-06-27,TCS,EQ,1852.0,1860.0,1885.15,1851.25,1857.5,1858.0,1870.51,4081208,7633922937.85,163411,1967182,48.2,2018,6,0.3239740820734305,Slight or No Change,1811.7035714285719,33.92974905416138,1879.5630695368945,1743.8440733202492
2018-06-28,TCS,EQ,1858.0,1865.0,1871.0,1826.3,1844.1,1842.7,1846.23,4888125,9024622355.45,176902,3110366,63.63,2018,6,-0.8234660925726556,Slight negative,1818.5321428571435,29.22105146808311,1876.9742457933098,1760.0900399209772
2018-06-29,TCS,EQ,1842.7,1844.9,1867.4,1842.3,1844.95,1847.75,1851.25,3506276,6490978437.6,213525,2265670,64.62,2018,6,0.27405437672980426,Slight or No Change,1825.535714285715,22.411238840655564,1870.358191967026,1780.7132366044038
2018-07-02,TCS,EQ,1847.75,1852.0,1857.8,1841.1,1854.05,1851.35,1852.0,2650290,4908342579.9,137325,1969574,74.32,2018,7,0.19483155188742,Slight or No Change,1830.5607142857148,19.332845492437535,1869.2264052705898,1791.8950233008397
2018-07-03,TCS,EQ,1851.35,1859.95,1879.9,1857.05,1874.25,1874.05,1872.16,3242233,6069985147.5,191297,2047537,63.15,2018,7,1.2261322818483797,Positive,1834.1285714285718,22.412614187652892,1878.9537998038777,1789.303343053266
2018-07-04,TCS,EQ,1874.05,1879.9,1879.9,1857.15,1867.0,1866.15,1863.61,2700614,5032886447.2,116958,1997832,73.98,2018,7,-0.42154691710465375,Slight or No Change,1839.7428571428577,19.502966807258606,1878.748790757375,1800.7369235283404
2018-07-05,TCS,EQ,1866.15,1873.0,1887.5,1862.1,1883.8,1880.3,1874.33,2472571,4634408415.65,94620,1580212,63.91,2018,7,0.7582455858317959,Slight positive,1842.6178571428577,22.315608603888894,1887.2490743506355,1797.98663993508
2018-07-06,TCS,EQ,1880.3,1882.85,1921.0,1881.65,1917.75,1912.95,1907.65,3713781,7084608223.6,143673,2110559,56.83,2018,7,1.7364250385576874,Positive,1848.6142857142863,28.731632450942364,1906.077550616171,1791.1510208124016
2018-07-09,TCS,EQ,1912.95,1924.0,1924.4,1876.5,1884.2,1883.0,1888.15,6151747,11615411506.8,193730,4089052,66.47,2018,7,-1.5656446849107386,Negative,1852.7928571428579,29.204872203776407,1911.2026015504107,1794.383112735305
2018-07-10,TCS,EQ,1883.0,1898.0,1898.9,1870.75,1876.05,1875.1,1881.79,5303302,9979704601.25,187687,3366084,63.47,2018,7,-0.4195432819968148,Slight or No Change,1856.553571428572,28.37514801238292,1913.303867453338,1799.803275403806
2018-07-11,TCS,EQ,1875.1,1900.0,1998.0,1894.15,1970.0,1979.9,1951.99,22903802,44708105351.4,482657,9308170,40.64,2018,7,5.589035251453266,Among top gainers,1868.0214285714294,41.56182472804423,1951.145078027518,1784.8977791153409
2018-07-12,TCS,EQ,1979.9,1984.0,1990.9,1960.5,1973.0,1971.35,1972.52,6921701,13653172983.9,204057,3235315,46.74,2018,7,-0.4318399919187921,Slight or No Change,1879.560714285715,46.30907528008019,1972.1788648458753,1786.9425637255547
2018-07-13,TCS,EQ,1971.35,1975.0,1997.9,1974.0,1977.6,1981.1,1986.23,4148185,8239240068.0,146909,1571340,37.88,2018,7,0.4945849291094984,Slight or No Change,1891.121428571429,50.1387602033072,1991.3989489780436,1790.8439081648146
2018-07-16,TCS,EQ,1981.1,1990.0,1996.0,1977.45,1988.85,1989.2,1988.74,2582159,5135235030.6,112338,1428885,55.34,2018,7,0.4088637625561553,Slight or No Change,1900.9214285714293,55.06988467212998,2011.0611979156893,1790.7816592271693
2018-07-17,TCS,EQ,1989.2,1989.0,2009.0,1981.0,2000.0,2002.15,1994.6,3315492,6613072315.45,105130,2074936,62.58,2018,7,0.6510154836115056,Slight positive,1911.2178571428578,59.708099589527514,2030.6340563219128,1791.8016579638029
2018-07-18,TCS,EQ,2002.15,2005.0,2011.7,1993.05,2000.0,2000.25,2000.88,2013869,4029511535.6,93022,1182682,58.73,2018,7,-0.09489798466648658,Slight or No Change,1922.4714285714292,60.640662019056585,2043.7527526095423,1801.1901045333161
2018-07-19,TCS,EQ,2000.25,2002.1,2010.45,1970.0,1986.0,1981.4,1984.27,1746318,3465172736.0,81270,806524,46.18,2018,7,-0.942382202224712,Slight negative,1932.017857142858,58.453250903678395,2048.924358950215,1815.1113553355012
2018-07-20,TCS,EQ,1981.4,1984.9,2000.0,1984.0,1998.1,1996.6,1993.61,1934995,3857631216.0,97910,1145691,59.21,2018,7,0.7671343494498828,Slight positive,1942.392857142858,55.86711863927265,2054.1270944214034,1830.6586198643126
2018-07-23,TCS,EQ,1996.6,2001.0,2009.95,1986.0,2001.1,2005.65,2005.83,2086201,4184572277.1,88812,1490091,71.43,2018,7,0.4532705599519238,Slight or No Change,1951.792857142858,54.53893054557074,2060.8707182339995,1842.7149960517165
