,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Day_Perc_Change,Trend,14_day_MA,14_day_STD,Upper Band,Lower Band
2018-07-24,TCS,EQ,2005.65,2015.0,2015.0,1984.15,1996.45,1999.0,1998.52,2038423,4073820958.05,96571,1388444,68.11,2018,7,-0.3315633335826296,Slight or No Change,1961.2821428571438,49.847149471551866,2060.9764418002474,1861.58784391404
2018-07-25,TCS,EQ,1999.0,2001.9,2002.0,1968.4,1977.5,1981.5,1979.25,1535492,3039127153.4,92993,878512,57.21,2018,7,-0.8754377188594287,Slight negative,1968.5107142857153,44.220358079520466,2056.951430444756,1880.0699981266744
2018-07-26,TCS,EQ,1981.5,1974.95,1985.0,1955.1,1956.0,1964.7,1968.67,3503036,6896326862.9,110618,2533158,72.31,2018,7,-0.8478425435276327,Slight negative,1972.2071428571437,41.28415535670055,2054.775453570545,1889.6388321437425
2018-07-27,TCS,EQ,1964.7,1960.85,1964.65,1940.3,1943.75,1943.75,1948.53,2033977,3963271946.5,103516,1389322,68.31,2018,7,-1.0663205578459791,Negative,1976.5464285714295,33.67861946903961,2043.9036675095088,1909.1891896333502
2018-07-30,TCS,EQ,1943.75,1943.0,1954.7,1931.55,1944.3,1944.6,1942.3,1579251,3067386014.45,74802,862487,54.61,2018,7,0.04372990353698203,Slight or No Change,1981.5107142857153,19.863807236071747,2021.2383287578587,1941.7830998135719
2018-07-31,TCS,EQ,1944.6,1942.0,1947.0,1928.0,1947.0,1940.2,1934.85,2204803,4265970111.15,125163,1494920,67.8,2018,7,-0.22626761287667385,Slight or No Change,1978.6750000000009,22.73733586653049,2024.149671733062,1933.2003282669398
2018-08-01,TCS,EQ,1940.2,1949.95,1981.55,1949.8,1973.0,1976.5,1972.85,2425180,4784507538.7,94019,1409120,58.1,2018,8,1.8709411400886555,Positive,1979.042857142858,22.651208637663803,2024.3452744181857,1933.7404398675305
2018-08-02,TCS,EQ,1976.5,1980.0,1985.0,1945.0,1947.5,1948.4,1960.41,1509287,2958815209.4,85680,842778,55.84,2018,8,-1.4217050341512771,Negative,1976.707142857144,24.064623389964275,2024.8363896370724,1928.5778960772154
2018-08-03,TCS,EQ,1948.4,1956.5,1982.05,1956.5,1978.0,1979.45,1973.58,1505131,2970498995.4,91920,938806,62.37,2018,8,1.5936152740710252,Positive,1976.0107142857155,23.815058088485884,2023.6408304626873,1928.3805981087437
2018-08-06,TCS,EQ,1979.45,1997.0,1998.95,1972.25,1975.05,1975.55,1981.25,1532249,3035769014.75,62917,920478,60.07,2018,8,-0.1970244259769216,Slight or No Change,1974.1107142857152,22.599269717359313,2019.3092537204338,1928.9121748509965
2018-08-07,TCS,EQ,1975.55,1978.2,1979.15,1960.5,1969.0,1967.35,1967.34,1353560,2662908261.65,95485,914572,67.57,2018,8,-0.4150742831110388,Slight or No Change,1971.7607142857153,21.347997371134074,2014.4567090279834,1929.0647195434472
2018-08-08,TCS,EQ,1967.35,1972.0,1978.3,1962.0,1975.0,1974.0,1969.57,1315062,2590100268.35,78555,902368,68.62,2018,8,0.33801814623732884,Slight or No Change,1971.2321428571436,21.181937217483643,2013.596017292111,1928.8682684221762
2018-08-09,TCS,EQ,1974.0,1980.0,1980.8,1966.0,1978.0,1974.35,1974.51,2060297,4068073026.6,88956,1627842,79.01,2018,8,0.017730496453904898,Slight or No Change,1969.642857142858,19.929875690897962,2009.5026085246539,1929.7831057610622
2018-08-10,TCS,EQ,1974.35,1980.95,1996.5,1972.05,1992.0,1993.1,1985.67,2784105,5528317088.35,105306,2064227,74.14,2018,8,0.9496796414009578,Slight positive,1968.746428571429,18.410014668912886,2005.566457909255,1931.9263992336032
2018-08-13,TCS,EQ,1993.1,1997.8,2004.25,1990.0,1999.5,2000.15,1998.04,3559575,7112184424.5,176860,2630963,73.91,2018,8,0.3537203351563045,Slight or No Change,1968.828571428572,18.55736132483165,2005.9432940782353,1931.7138487789089
2018-08-14,TCS,EQ,2000.15,1992.0,2024.6,1982.4,2000.0,2003.55,2010.34,3311765,6657770585.3,120349,1934826,58.42,2018,8,0.16998725095616066,Slight or No Change,1970.4035714285721,20.544824018612207,2011.4932194657965,1929.3139233913478
2018-08-16,TCS,EQ,2003.55,2000.3,2020.05,1995.0,2009.1,2008.5,2008.49,2152065,4322407891.55,153660,1390016,64.59,2018,8,0.24706146589803524,Slight or No Change,1973.5321428571435,22.818587288083478,2019.1693174333104,1927.8949682809766
2018-08-17,TCS,EQ,2008.5,2013.85,2021.9,2004.0,2010.0,2012.75,2012.85,1213731,2443058585.35,114738,719022,59.24,2018,8,0.21160069703758388,Slight or No Change,1978.4607142857149,23.336890394746806,2025.1344950752084,1931.7869334962213
2018-08-20,TCS,EQ,2012.75,2024.0,2024.0,2003.7,2014.15,2009.95,2011.43,1587032,3192197146.6,125610,1020783,64.32,2018,8,-0.13911315364550925,Slight or No Change,1983.128571428572,22.566003312377724,2028.2605780533274,1937.9965648038167
2018-08-21,TCS,EQ,2009.95,2010.15,2024.0,2004.0,2014.0,2017.65,2015.38,1376866,2774903727.95,67624,826204,60.01,2018,8,0.3830941068185823,Slight or No Change,1988.6607142857151,20.64409189621885,2029.9488980781528,1947.3725304932775
2018-08-23,TCS,EQ,2017.65,2022.8,2038.0,2020.3,2033.9,2035.1,2030.81,3046791,6187460520.7,147069,2229341,73.17,2018,8,0.8648675439248521,Slight positive,1992.8464285714292,23.702908489864317,2040.2522455511578,1945.4406115917006
2018-08-24,TCS,EQ,2035.1,2035.1,2046.0,2031.0,2041.6,2043.0,2041.86,1570533,3206801587.6,89779,1071112,68.2,2018,8,0.3881873126627689,Slight or No Change,1999.603571428572,23.541178850009388,2046.6859291285907,1952.5212137285532
2018-08-27,TCS,EQ,2043.0,2043.0,2059.0,2035.0,2050.05,2050.9,2051.79,1532702,3144788538.7,95164,1066284,69.57,2018,8,0.38668624571709387,Slight or No Change,2004.7071428571435,26.406495829204832,2057.5201345155533,1951.8941511987339
2018-08-28,TCS,EQ,2050.9,2055.0,2072.0,2052.0,2069.95,2069.2,2065.5,1987983,4106175143.6,108533,1297603,65.27,2018,8,0.8922911892339735,Slight positive,2011.3964285714294,30.06106262698547,2071.5185538254004,1951.2743033174584
2018-08-29,TCS,EQ,2069.2,2072.5,2076.6,2045.6,2073.25,2072.0,2065.1,1525867,3151066991.15,88327,896703,58.77,2018,8,0.13531799729364913,Slight or No Change,2018.8714285714293,31.253459588716968,2081.3783477488632,1956.3645093939954
2018-08-30,TCS,EQ,2072.0,2068.0,2085.0,2065.5,2081.25,2082.4,2078.06,2408020,5003999131.15,125517,1793156,74.47,2018,8,0.5019305019305031,Slight positive,2026.6142857142866,32.67701161232366,2091.9683089389337,1961.2602624896392
2018-08-31,TCS,EQ,2082.4,2082.3,2092.0,2074.0,2078.0,2078.4,2082.1,2504554,5214722720.85,137612,1422197,56.78,2018,8,-0.1920860545524428,Slight or No Change,2034.0464285714297,31.693389654659246,2097.4332078807483,1970.6596492621113
2018-09-03,TCS,EQ,2078.4,2084.8,2090.0,2048.4,2050.3,2052.9,2072.5,1439711,2983803308.9,66713,816070,56.68,2018,9,-1.2269053117782924,Negative,2038.3178571428584,29.718600800110984,2097.7550587430806,1978.8806555426365
2018-09-04,TCS,EQ,2052.9,2059.8,2104.75,2056.95,2100.0,2098.9,2093.77,4420803,9256152898.55,272369,2931637,66.31,2018,9,2.2407326221442814,Positive,2045.37142857143,31.62084095051037,2108.613110472451,1982.1297466704093
2018-09-05,TCS,EQ,2098.9,2100.0,2107.25,2075.05,2077.0,2079.25,2086.52,1681106,3507659103.7,125377,1034014,61.51,2018,9,-0.9362046786411948,Slight negative,2050.778571428573,30.366749998878888,2111.5120714263307,1990.0450714308151
2018-09-06,TCS,EQ,2079.25,2075.0,2081.5,2060.3,2074.5,2075.3,2070.41,2238097,4633767811.5,123504,1585975,70.86,2018,9,-0.1899723457977509,Slight or No Change,2055.5500000000015,28.39678340397427,2112.34356680795,1998.756433192053
2018-09-07,TCS,EQ,2075.3,2079.3,2084.0,2065.4,2078.75,2079.85,2076.27,1312182,2724446612.15,91094,898428,68.47,2018,9,0.21924541030211572,Slight or No Change,2060.3428571428585,26.194471356953635,2112.731799856766,2007.9539144289513
2018-09-10,TCS,EQ,2079.85,2084.4,2093.4,2074.25,2084.0,2080.75,2083.98,1530539,3189620194.9,96119,1177046,76.9,2018,9,0.04327235137149277,Slight or No Change,2065.400000000001,22.255371002557744,2109.9107420051164,2020.8892579948856
2018-09-11,TCS,EQ,2080.75,2089.0,2089.0,2042.2,2045.15,2046.25,2055.93,3679745,7565314867.5,153230,2033267,55.26,2018,9,-1.6580559894268876,Negative,2067.4428571428584,18.537185674940194,2104.517228492739,2030.368485792978
2018-09-12,TCS,EQ,2046.25,2052.35,2068.9,2040.0,2045.0,2043.95,2048.93,2307661,4728228780.2,135528,1632725,70.75,2018,9,-0.11240073304825683,Slight or No Change,2068.075000000001,17.469564192528672,2103.0141283850585,2033.1358716149439
2018-09-14,TCS,EQ,2043.95,2044.0,2071.55,2018.15,2066.95,2065.4,2042.02,3642038,7437129776.35,160266,2334308,64.09,2018,9,1.0494385870495782,Positive,2069.6750000000015,15.956608830969609,2101.5882176619407,2037.7617823380624
2018-09-17,TCS,EQ,2065.4,2070.0,2077.8,2054.55,2072.0,2074.15,2067.17,1033857,2137157571.1,66371,547913,53.0,2018,9,0.4236467512346298,Slight or No Change,2071.3357142857158,15.035565894179362,2101.4068460740746,2041.264582497357
2018-09-18,TCS,EQ,2074.15,2073.0,2078.8,2057.6,2074.0,2070.75,2069.75,1456507,3014609448.25,77936,978158,67.16,2018,9,-0.16392257069161031,Slight or No Change,2071.44642857143,15.024332370750503,2101.4950933129307,2041.3977638299289
2018-09-19,TCS,EQ,2070.75,2071.9,2089.0,2066.85,2076.0,2077.9,2081.53,1301268,2708622535.5,122321,893572,68.67,2018,9,0.3452855245684061,Slight or No Change,2071.8678571428586,15.123473948986849,2102.1148050408324,2041.6209092448848
2018-09-21,TCS,EQ,2077.9,2077.0,2121.0,2050.15,2111.9,2103.15,2083.75,4508530,9394632968.15,163985,3097568,68.7,2018,9,1.215169161172347,Positive,2073.3500000000013,17.120039989168948,2107.590079978339,2039.1099200216634
2018-09-24,TCS,EQ,2103.15,2115.0,2210.5,2098.15,2208.0,2198.45,2168.27,3032226,6574669912.9,134605,1315871,43.4,2018,9,4.531298290659237,Among top gainers,2081.9250000000015,37.62703993958855,2157.1790798791785,2006.6709201208243
2018-09-25,TCS,EQ,2198.45,2204.9,2211.9,2153.8,2183.1,2183.2,2186.15,2868778,6271565161.1,141519,1361286,47.45,2018,9,-0.69367054060816,Slight negative,2091.232142857144,45.24019488813603,2181.7125326334162,2000.751753080872
2018-09-26,TCS,EQ,2183.2,2187.0,2199.0,2135.1,2147.15,2142.15,2161.8,1970951,4260808099.45,95921,1029552,52.24,2018,9,-1.8802674972517308,Negative,2094.32142857143,47.23671858223898,2188.794865735908,1999.847991406952
2018-09-27,TCS,EQ,2142.15,2141.9,2209.7,2135.8,2185.0,2188.85,2175.57,3311802,7205048027.4,110444,2154576,65.06,2018,9,2.1800527507410683,Positive,2102.150000000001,53.24651667913718,2208.6430333582753,1995.6569666417267
2018-09-28,TCS,EQ,2188.85,2178.0,2190.0,2158.85,2186.0,2183.7,2177.54,2904371,6324389223.4,150520,1991218,68.56,2018,9,-0.2352833679786226,Slight or No Change,2109.8928571428582,56.804417681479684,2223.5016925058176,1996.284021779899
2018-10-01,TCS,EQ,2183.7,2190.9,2275.95,2190.35,2250.3,2255.55,2242.36,3772208,8458652684.9,201352,1984270,52.6,2018,10,3.2902871273526646,Among top gainers,2122.4428571428584,67.96834064232056,2258.3795384274995,1986.5061758582174
2018-10-03,TCS,EQ,2255.55,2250.3,2255.0,2155.6,2156.65,2162.85,2195.08,3902322,8565892400.85,205361,2169318,55.59,2018,10,-4.1098623395624205,Among top losers,2128.3071428571443,67.63534822613504,2263.5778393094142,1993.0364464048741
2018-10-04,TCS,EQ,2162.85,2156.6,2156.65,2056.35,2063.0,2064.8,2084.35,4762419,9926539004.55,190870,2569525,53.95,2018,10,-4.533370321566443,Among top losers,2129.632142857144,66.06769723648682,2261.7675373301176,1997.4967483841706
2018-10-05,TCS,EQ,2064.8,2050.0,2120.0,2020.9,2100.0,2102.65,2079.05,3417624,7105425699.55,141442,1731277,50.66,2018,10,1.8331073227431105,Positive,2133.825000000001,61.94582853652988,2257.716657073061,2009.9333429269414
2018-10-08,TCS,EQ,2102.65,2102.65,2122.2,2048.15,2077.4,2077.55,2074.99,2010154,4171051462.05,133651,757445,37.68,2018,10,-1.1937317194968156,Negative,2134.6928571428584,60.99121266197502,2256.6752824668083,2012.7104318189083
2018-10-09,TCS,EQ,2077.55,2080.35,2107.65,2053.2,2093.2,2091.8,2086.07,1867130,3894967407.8,95316,945345,50.63,2018,10,0.685904069697485,Slight positive,2135.9535714285726,59.81456750879321,2255.582706446159,2016.3244364109862
2018-10-10,TCS,EQ,2091.8,2100.0,2105.95,2029.0,2044.0,2043.6,2063.1,2749573,5672634238.6,185433,1502793,54.66,2018,10,-2.3042355865761643,Negative,2134.0142857142864,62.47226901277583,2258.958823739838,2009.0697476887347
2018-10-11,TCS,EQ,2043.6,1985.0,2013.0,1941.0,1995.0,1979.95,1984.8,4700256,9329052362.35,217064,2021364,43.01,2018,10,-3.114601683303964,Among top losers,2127.017857142858,73.71352450571841,2274.4449061542946,1979.590808131421
2018-10-12,TCS,EQ,1979.95,1978.0,1978.0,1903.0,1920.0,1918.3,1927.35,9373289,18065633066.8,337356,2762121,29.47,2018,10,-3.113714992802852,Among top losers,2113.814285714286,92.4831282504499,2298.780542215186,1928.8480292133863
2018-10-15,TCS,EQ,1918.3,1940.0,1955.55,1920.0,1954.6,1949.5,1939.74,2638151,5117323443.3,102337,763748,28.95,2018,10,1.6264400771516474,Positive,2096.0321428571433,98.68356305956901,2293.3992689762813,1898.6650167380053
2018-10-16,TCS,EQ,1949.5,1958.0,1971.9,1935.0,1964.05,1962.3,1952.66,2815425,5497567674.45,116402,1452366,51.59,2018,10,0.6565786098999826,Slight positive,2080.253571428572,101.29938769707442,2282.852346822721,1877.654796034423
2018-10-17,TCS,EQ,1962.3,1970.0,1989.0,1920.0,1930.0,1929.4,1945.4,2779207,5406659605.95,149723,1740869,62.64,2018,10,-1.6766039851194958,Negative,2065.0571428571434,107.09196238090571,2279.2410676189547,1850.873218095332
2018-10-19,TCS,EQ,1929.4,1929.0,1929.0,1870.05,1920.0,1913.2,1896.96,3428776,6504263185.65,152721,2021191,58.95,2018,10,-0.839639266093084,Slight negative,2045.3678571428577,107.91788831390136,2261.2036337706604,1829.532080515055
2018-10-22,TCS,EQ,1913.2,1914.0,1916.0,1886.95,1900.25,1903.0,1903.03,1778496,3384527484.4,104583,1098447,61.76,2018,10,-0.5331381977838223,Slight negative,2025.3178571428577,106.30374044931912,2237.925338041496,1812.7103762442196
2018-10-23,TCS,EQ,1903.0,1888.0,1898.0,1837.0,1847.75,1843.65,1865.59,2752811,5135609621.3,150962,1768972,64.26,2018,10,-3.1187598528638953,Among top losers,1995.8964285714294,93.96562068585894,2183.827669943147,1807.9651871997116
2018-10-24,TCS,EQ,1843.65,1852.05,1874.0,1811.1,1865.5,1848.5,1841.95,2735913,5039409502.55,143163,1233577,45.09,2018,10,0.26306511539608834,Slight or No Change,1973.442857142858,88.39505915782838,2150.232975458515,1796.6527388272011
2018-10-25,TCS,EQ,1848.5,1844.0,1876.9,1825.05,1845.0,1853.0,1859.3,2507233,4661706320.6,160372,1384218,55.21,2018,10,0.2434406275358292,Slight or No Change,1958.3142857142866,89.67207229371908,2137.658430301725,1778.9701411268484
2018-10-26,TCS,EQ,1853.0,1853.9,1853.9,1791.1,1796.0,1799.1,1813.56,2285970,4145736813.3,166483,1227023,53.68,2018,10,-2.9087965461414016,Negative,1936.6321428571434,88.78185150464446,2114.195845866432,1759.0684398478545
2018-10-29,TCS,EQ,1799.1,1808.7,1877.95,1784.35,1866.0,1871.0,1832.62,2609483,4782188593.4,119651,1435920,55.03,2018,10,3.996442665777344,Among top gainers,1921.878571428572,80.32204820950902,2082.52266784759,1761.234475009554
2018-10-30,TCS,EQ,1871.0,1867.0,1909.4,1845.0,1894.0,1894.8,1890.59,2404883,4546640692.8,125360,1105832,45.98,2018,10,1.2720470336718304,Positive,1907.8071428571436,63.826142633843055,2035.4594281248296,1780.1548575894576
2018-10-31,TCS,EQ,1894.8,1900.0,1943.9,1875.45,1934.6,1938.15,1915.93,2769190,5305567326.85,155493,1465913,52.94,2018,10,2.287840405319841,Positive,1900.275000000001,51.624247992279706,2003.5234959845604,1797.0265040154416
2018-11-01,TCS,EQ,1938.15,1943.65,1944.35,1901.3,1928.0,1935.75,1918.75,2769759,5314468623.65,136593,1759583,63.53,2018,11,-0.12382942496711458,Slight or No Change,1897.117857142858,47.56909390617078,1992.2560449551995,1801.9796693305163
2018-11-02,TCS,EQ,1935.75,1934.2,1954.6,1905.0,1913.45,1913.45,1926.04,1818635,3502756049.75,89292,770182,42.35,2018,11,-1.1520082655301578,Negative,1896.7714285714296,47.42039367469321,1991.612215920816,1801.9306412220433
2018-11-05,TCS,EQ,1913.45,1910.0,1927.35,1884.75,1894.0,1890.85,1901.41,1713366,3257810198.8,97267,932470,54.42,2018,11,-1.1811126499255309,Negative,1892.5821428571437,44.92907062650823,1982.44028411016,1802.7240016041274
2018-11-06,TCS,EQ,1890.85,1894.0,1937.5,1891.0,1930.0,1932.7,1926.88,1398710,2695142003.45,81458,581307,41.56,2018,11,2.2132903191686366,Positive,1890.467857142858,41.996664735431274,1974.4611866137207,1806.4745276719955
2018-11-07,TCS,EQ,1932.7,1940.0,1949.0,1937.0,1941.0,1942.15,1942.26,144530,280714185.3,9190,41471,28.69,2018,11,0.4889532777978989,Slight or No Change,1891.3785714285725,43.03136474302754,1977.4413009146276,1805.3158419425174
2018-11-09,TCS,EQ,1942.15,1961.0,1961.95,1905.0,1908.0,1909.2,1918.61,2570479,4931753732.35,201582,1692526,65.84,2018,11,-1.6965733851659226,Negative,1891.092857142858,42.88837415153153,1976.869605445921,1805.316108839795
2018-11-12,TCS,EQ,1909.2,1908.5,1946.1,1908.5,1917.8,1914.85,1928.01,2552008,4920284833.9,94374,1323167,51.85,2018,11,0.29593547035406953,Slight or No Change,1891.9392857142866,43.256796613894416,1978.4528789420754,1805.4256924864978
2018-11-13,TCS,EQ,1914.85,1915.0,1939.0,1903.0,1936.2,1934.95,1927.95,1418432,2734662510.75,60182,724102,51.05,2018,11,1.049690576285367,Positive,1898.460714285715,42.28803785473559,1983.0367899951862,1813.884638576244
2018-11-14,TCS,EQ,1934.95,1925.0,1929.9,1870.0,1880.0,1880.65,1883.81,2422318,4563195896.65,112536,1410903,58.25,2018,11,-2.8062740639292927,Negative,1900.757142857144,40.1869997020692,1981.1311422612823,1820.3831434530055
2018-11-15,TCS,EQ,1880.65,1864.0,1899.0,1857.6,1877.0,1872.85,1881.5,1829123,3441500866.15,132944,746855,40.83,2018,11,-0.4147502193390662,Slight or No Change,1902.1750000000009,38.69491494120209,1979.564829882405,1824.7851701175966
2018-11-16,TCS,EQ,1872.85,1889.0,1899.8,1870.25,1889.0,1886.6,1883.01,1829729,3445403284.0,86826,1011076,55.26,2018,11,0.7341751875483915,Slight positive,1908.4250000000009,25.624663224788275,1959.6743264495774,1857.1756735504243
2018-11-19,TCS,EQ,1886.6,1899.0,1907.35,1864.3,1902.0,1902.45,1883.58,1740628,3278604708.1,81373,964132,55.39,2018,11,0.8401356938407822,Slight positive,1910.6714285714295,23.37079632529309,1957.4130212220157,1863.9298359208433
2018-11-20,TCS,EQ,1902.45,1902.0,1902.0,1874.2,1880.0,1878.25,1883.47,1190182,2241673953.05,60265,569446,47.85,2018,11,-1.2720439433362318,Negative,1909.4892857142866,24.620513480939852,1958.7303126761662,1860.2482587524069
2018-11-21,TCS,EQ,1878.25,1871.0,1871.05,1798.55,1813.0,1812.0,1813.73,3840461,6965554445.0,182675,1879471,48.94,2018,11,-3.5272194862238764,Among top losers,1900.4785714285722,34.44753934655031,1969.3736501216729,1831.5834927354715
2018-11-22,TCS,EQ,1812.0,1820.0,1847.6,1809.95,1816.2,1812.55,1830.63,3194219,5847440797.4,139414,1785075,55.88,2018,11,0.030353200883004305,Slight or No Change,1891.6785714285722,40.028286701567204,1971.7351448317067,1811.6219980254377
2018-11-26,TCS,EQ,1812.55,1819.0,1860.0,1784.5,1846.0,1846.1,1813.41,4333177,7857828743.15,203328,2541269,58.65,2018,11,1.850983421147001,Positive,1886.8678571428577,41.239299810983724,1969.3464567648252,1804.3892575208902
2018-11-27,TCS,EQ,1846.1,1854.0,1897.9,1835.35,1895.0,1890.25,1864.24,3344839,6235572685.1,143244,1708874,51.09,2018,11,2.3915280862358608,Positive,1886.8250000000007,41.235154671327884,1969.2953093426565,1804.354690657345
2018-11-28,TCS,EQ,1890.25,1889.0,1989.0,1882.5,1985.05,1983.9,1951.77,5313249,10370244428.75,227744,2551399,48.02,2018,11,4.954371114931888,Among top gainers,1890.4821428571436,47.422964281115014,1985.3280714193736,1795.6362142949135
2018-11-29,TCS,EQ,1983.9,1997.0,1997.0,1942.55,1970.0,1960.55,1964.64,4035441,7928194385.75,160612,1363605,33.79,2018,11,-1.176974645899498,Negative,1891.7964285714293,49.18719527042127,1990.1708191122718,1793.4220380305867
2018-11-30,TCS,EQ,1960.55,1966.0,1991.0,1959.85,1974.8,1968.25,1972.18,5268901,10391195273.15,205076,3365155,63.87,2018,11,0.3927469332585254,Slight or No Change,1896.0142857142862,53.165302553484445,2002.3448908212551,1789.6836806073172
2018-12-03,TCS,EQ,1968.25,1984.0,1990.0,1968.3,1984.0,1982.4,1978.67,1610576,3186800046.15,125194,839773,52.14,2018,12,0.7189127397434271,Slight positive,1900.8392857142865,57.86384608773515,2016.5669778897568,1785.1115935388161
2018-12-04,TCS,EQ,1982.4,1983.0,2019.4,1971.0,2009.85,2010.85,2004.77,3270615,6556823314.95,143841,1493209,45.66,2018,12,1.435129136400315,Positive,1906.2607142857148,64.48270542905084,2035.2261251438165,1777.2953034276131
2018-12-05,TCS,EQ,2010.85,2006.0,2018.0,1985.0,2003.9,2006.75,2004.02,2501539,5013123489.45,107625,1257790,50.28,2018,12,-0.2038938757241926,Slight or No Change,1915.2678571428576,69.26017727809135,2053.7882116990404,1776.747502586675
2018-12-06,TCS,EQ,2006.75,1998.0,2017.0,1979.6,1990.0,1992.7,1997.82,2321216,4637371315.5,123556,1077051,46.4,2018,12,-0.7001370374984384,Slight negative,1923.828571428572,70.9989699662116,2065.8265113609955,1781.830631496149
2018-12-07,TCS,EQ,1992.7,1985.05,2003.9,1973.0,1999.85,1995.2,1991.36,1680420,3346325826.5,99269,787957,46.89,2018,12,0.12545792141316348,Slight or No Change,1931.585714285715,72.5346533324952,2076.6550209507054,1786.5164076207247
2018-12-10,TCS,EQ,1995.2,1975.0,2011.0,1960.0,1961.0,1975.8,1988.81,2010786,3999073163.95,131125,881798,43.85,2018,12,-0.9723336006415396,Slight negative,1936.8250000000007,72.91633706884767,2082.657674137696,1790.9923258623053
2018-12-11,TCS,EQ,1975.8,1970.0,2010.0,1961.0,1997.05,2000.0,1993.07,2942014,5863626489.6,155565,1411423,47.97,2018,12,1.2248203259439316,Positive,1945.5214285714294,72.65278785027432,2090.8270042719782,1800.2158528708808
2018-12-12,TCS,EQ,2000.0,2001.1,2022.0,1984.95,2016.5,2016.8,2011.87,2219993,4466342395.75,137802,941049,42.39,2018,12,0.8399999999999963,Slight positive,1960.1500000000008,63.77622537494964,2087.7024507499,1832.5975492501016
2018-12-13,TCS,EQ,2016.8,2024.0,2029.7,1974.5,1981.95,1982.6,1995.57,3748429,7480237533.05,230059,2212914,59.04,2018,12,-1.6957556525188489,Negative,1972.2964285714293,47.65987856389043,2067.6161856992103,1876.9766714436485
2018-12-14,TCS,EQ,1982.6,1983.0,1998.95,1975.25,1989.0,1989.75,1984.61,2473761,4909442438.4,131978,1452064,58.7,2018,12,0.3606375466559175,Slight or No Change,1982.5571428571436,30.926922906088105,2044.4109886693197,1920.7032970449675
2018-12-17,TCS,EQ,1989.75,1999.0,2004.9,1985.0,1992.9,1994.3,1993.85,1227921,2448295270.75,82547,588400,47.92,2018,12,0.2286719437115225,Slight or No Change,1989.9892857142863,15.879694079720862,2021.748673873728,1958.2298975548447
2018-12-18,TCS,EQ,1994.3,1991.9,2002.0,1976.4,1987.9,1987.85,1986.56,1768742,3513711449.25,98048,969344,54.8,2018,12,-0.32342175199318035,Slight or No Change,1990.271428571429,15.798061155196402,2021.8675508818217,1958.6753062610362
2018-12-19,TCS,EQ,1987.85,1984.8,1984.8,1960.05,1970.8,1968.45,1968.84,2498833,4919804830.75,162431,1521333,60.88,2018,12,-0.9759287672611028,Slight negative,1990.8357142857149,14.761897790366184,2020.3595098664473,1961.3119187049824
2018-12-20,TCS,EQ,1968.45,1953.8,1974.9,1946.0,1955.0,1954.05,1955.65,1940277,3794509954.25,110330,985457,50.79,2018,12,-0.7315400441972209,Slight negative,1989.8214285714291,16.78265719179087,2023.386742955011,1956.2561141878473
2018-12-21,TCS,EQ,1954.05,1948.0,1950.0,1886.55,1905.0,1895.8,1913.17,3729956,7136052188.45,148411,2165114,58.05,2018,12,-2.98098820398659,Negative,1983.6357142857146,30.26907172835445,2044.1738577424235,1923.0975708290057
2018-12-24,TCS,EQ,1895.8,1905.8,1938.9,1905.0,1922.0,1918.5,1924.7,1864116,3587857371.6,94556,584722,31.37,2018,12,1.1973836902626989,Positive,1977.0392857142863,33.74529128731097,2044.5298682889081,1909.5487031396644
2018-12-26,TCS,EQ,1918.5,1921.8,1921.8,1870.25,1892.0,1889.2,1884.77,2446614,4611297888.7,97165,1206484,49.31,2018,12,-1.5272348188689056,Negative,1968.6428571428576,39.85521323462604,2048.35328361211,1888.9324306736055
2018-12-27,TCS,EQ,1889.2,1909.0,1941.7,1872.1,1909.1,1908.95,1920.44,4968201,9541145913.9,143656,1869270,37.62,2018,12,1.0454160491213171,Positive,1962.660714285715,42.183829286779584,2047.028372859274,1878.2930557121558
2018-12-28,TCS,EQ,1908.95,1915.0,1920.0,1893.0,1897.0,1896.05,1907.36,2239130,4270838131.8,112230,1238176,55.3,2018,12,-0.6757641635454115,Slight negative,1955.5785714285719,44.55693727513248,2044.6924459788368,1866.464696878307
2018-12-31,TCS,EQ,1896.05,1908.0,1909.0,1886.15,1894.75,1893.05,1896.42,1879740,3564772253.95,66284,1025862,54.57,2018,12,-0.1582236755359845,Slight or No Change,1949.6678571428577,47.085007442110296,2043.8378720270782,1855.497842258637
2019-01-01,TCS,EQ,1893.05,1896.0,1910.0,1885.0,1905.9,1902.8,1899.78,1094883,2080034193.5,32636,489139,44.68,2019,1,0.5150418636591825,Slight positive,1942.7250000000004,46.25131910800113,2035.2276382160026,1850.2223617839982
2019-01-02,TCS,EQ,1902.8,1905.0,1934.45,1900.0,1919.0,1923.3,1922.9,2100463,4038986341.2,85488,664045,31.61,2019,1,1.0773596804708907,Positive,1936.046428571429,41.20789442796329,2018.4622174273557,1853.6306397155024
2019-01-03,TCS,EQ,1923.3,1919.0,1944.95,1893.1,1901.0,1899.95,1916.85,2611668,5006177890.75,144072,1250117,47.87,2019,1,-1.2140591691363722,Negative,1930.1428571428576,39.925858485742125,2009.9945741143417,1850.2911401713734
